timestamp,lux,irradiance,nir_image_path,temperature,humidity,rgb_image_path
2025-04-07_14-37-00,43257.96875,360.483072916666,/photos_nir/2025-04-07_14-37-00_nir.jpg,26.43129625391012,50.17608911268788,/photos_rgb/2025-04-07_14-37-00_rgb.jpg
2025-04-07_14-38-00,43062.109375,358.850911458333,/photos_nir/2025-04-07_14-38-00_nir.jpg,27.02677958342871,52.65377279316396,/photos_rgb/2025-04-07_14-38-00_rgb.jpg
2025-04-07_14-39-00,42988.4375,358.236979166666,/photos_nir/2025-04-07_14-39-00_nir.jpg,27.59288929579614,43.17219806210422,/photos_rgb/2025-04-07_14-39-00_rgb.jpg
2025-04-07_14-40-00,42515.859375,354.298828125,/photos_nir/2025-04-07_14-40-00_nir.jpg,27.75043869687953,46.20492866407263,/photos_rgb/2025-04-07_14-40-00_rgb.jpg
2025-04-07_14-41-00,41707.265625,347.560546875,/photos_nir/2025-04-07_14-41-00_nir.jpg,27.33119707026779,42.82887006942855,/photos_rgb/2025-04-07_14-41-00_rgb.jpg
2025-04-07_14-42-00,41710.859375,347.590494791666,/photos_nir/2025-04-07_14-42-00_nir.jpg,26.92530708781567,52.84832532234684,/photos_rgb/2025-04-07_14-42-00_rgb.jpg
2025-04-07_14-43-00,42113.359375,350.944661458333,/photos_nir/2025-04-07_14-43-00_nir.jpg,27.28847180895704,49.37308308537423,/photos_rgb/2025-04-07_14-43-00_rgb.jpg
2025-04-07_14-44-00,42154.6875,351.2890625,/photos_nir/2025-04-07_14-44-00_nir.jpg,27.33386739909972,43.6013580529488,/photos_rgb/2025-04-07_14-44-00_rgb.jpg
2025-04-07_14-45-00,41748.59375,347.904947916666,/photos_nir/2025-04-07_14-45-00_nir.jpg,27.12291142137789,46.89539940489814,/photos_rgb/2025-04-07_14-45-00_rgb.jpg
2025-04-07_14-46-00,41676.71875,347.305989583333,/photos_nir/2025-04-07_14-46-00_nir.jpg,27.09353780422676,46.61692225528344,/photos_rgb/2025-04-07_14-46-00_rgb.jpg
2025-04-07_14-47-00,41236.484375,343.637369791666,/photos_nir/2025-04-07_14-47-00_nir.jpg,26.92530708781567,45.67467765316243,/photos_rgb/2025-04-07_14-47-00_rgb.jpg
2025-04-07_14-48-00,40382.96875,336.524739583333,/photos_nir/2025-04-07_14-48-00_nir.jpg,27.3445487144274,47.46952010376135,/photos_rgb/2025-04-07_14-48-00_rgb.jpg
2025-04-07_14-49-00,40099.0625,334.158854166666,/photos_nir/2025-04-07_14-49-00_nir.jpg,27.84122987716488,41.17708094911116,/photos_rgb/2025-04-07_14-49-00_rgb.jpg
2025-04-07_14-50-00,40621.953125,338.516276041666,/photos_nir/2025-04-07_14-50-00_nir.jpg,28.04951552605478,43.8970016021973,/photos_rgb/2025-04-07_14-50-00_rgb.jpg
2025-04-07_14-51-00,40936.40625,341.13671875,/photos_nir/2025-04-07_14-51-00_nir.jpg,28.49813076981765,46.2392614633402,/photos_rgb/2025-04-07_14-51-00_rgb.jpg
2025-04-07_14-52-00,41150.234375,342.918619791666,/photos_nir/2025-04-07_14-52-00_nir.jpg,28.85862516212711,47.90249485008011,/photos_rgb/2025-04-07_14-52-00_rgb.jpg
2025-04-07_14-53-00,41058.59375,342.154947916666,/photos_nir/2025-04-07_14-53-00_nir.jpg,28.96276798657206,48.74174105439841,/photos_rgb/2025-04-07_14-53-00_rgb.jpg
2025-04-07_14-54-00,40713.59375,339.279947916666,/photos_nir/2025-04-07_14-54-00_nir.jpg,29.24582284275579,44.05722133211261,/photos_rgb/2025-04-07_14-54-00_rgb.jpg
2025-04-07_14-55-00,39978.671875,333.155598958333,/photos_nir/2025-04-07_14-55-00_nir.jpg,29.00549324788281,48.05317769130999,/photos_rgb/2025-04-07_14-55-00_rgb.jpg
2025-04-07_14-56-00,38970.625,324.755208333333,/photos_nir/2025-04-07_14-56-00_nir.jpg,28.58358129243915,44.31662470435645,/photos_rgb/2025-04-07_14-56-00_rgb.jpg
2025-04-07_14-57-00,37024.609375,308.538411458333,/photos_nir/2025-04-07_14-57-00_nir.jpg,27.9907682917525,43.7043564507515,/photos_rgb/2025-04-07_14-57-00_rgb.jpg
2025-04-07_14-58-00,34417.34375,286.811197916666,/photos_nir/2025-04-07_14-58-00_nir.jpg,27.58220798046845,49.01640344853895,/photos_rgb/2025-04-07_14-58-00_rgb.jpg
2025-04-07_14-59-00,33696.796875,280.806640625,/photos_nir/2025-04-07_14-59-00_nir.jpg,27.77447165636683,46.0332646677348,/photos_rgb/2025-04-07_14-59-00_rgb.jpg
2025-04-07_15-00-00,35159.453125,292.995442708333,/photos_nir/2025-04-07_15-00-00_nir.jpg,27.72907606622415,48.44037537193866,/photos_rgb/2025-04-07_15-00-00_rgb.jpg
2025-04-07_15-01-00,38113.515625,317.612630208333,/photos_nir/2025-04-07_15-01-00_nir.jpg,28.00946059357595,43.90463111314565,/photos_rgb/2025-04-07_15-01-00_rgb.jpg
2025-04-07_15-02-00,39103.59375,325.86328125,/photos_nir/2025-04-07_15-02-00_nir.jpg,28.33524071107042,41.55092698558023,/photos_rgb/2025-04-07_15-02-00_rgb.jpg
2025-04-07_15-03-00,39534.84375,329.45703125,/photos_nir/2025-04-07_15-03-00_nir.jpg,28.50080109864957,43.02342259861143,/photos_rgb/2025-04-07_15-03-00_rgb.jpg
2025-04-07_15-04-00,39748.671875,331.238932291666,/photos_nir/2025-04-07_15-04-00_nir.jpg,28.01747158007172,45.17494468604563,/photos_rgb/2025-04-07_15-04-00_rgb.jpg
2025-04-07_15-05-00,39905.0,332.541666666666,/photos_nir/2025-04-07_15-05-00_nir.jpg,27.30449378194858,45.75478751812009,/photos_rgb/2025-04-07_15-05-00_rgb.jpg
2025-04-07_15-06-00,39283.28125,327.360677083333,/photos_nir/2025-04-07_15-06-00_nir.jpg,26.52208743419547,45.4877546349279,/photos_rgb/2025-04-07_15-06-00_rgb.jpg
2025-04-07_15-07-00,39042.5,325.354166666666,/photos_nir/2025-04-07_15-07-00_nir.jpg,26.32715342946517,50.78072785534447,/photos_rgb/2025-04-07_15-07-00_rgb.jpg
2025-04-07_15-08-00,38911.328125,324.261067708333,/photos_nir/2025-04-07_15-08-00_nir.jpg,26.68230716411078,45.30083161669337,/photos_rgb/2025-04-07_15-08-00_rgb.jpg
2025-04-07_15-09-00,38799.921875,323.332682291666,/photos_nir/2025-04-07_15-09-00_nir.jpg,26.68764782177462,45.67849240863661,/photos_rgb/2025-04-07_15-09-00_rgb.jpg
2025-04-07_15-10-00,38519.609375,320.996744791666,/photos_nir/2025-04-07_15-10-00_nir.jpg,26.76241702906843,46.07904173342489,/photos_rgb/2025-04-07_15-10-00_rgb.jpg
2025-04-07_15-11-00,38260.859375,318.840494791666,/photos_nir/2025-04-07_15-11-00_nir.jpg,26.80514229037918,48.38506141756314,/photos_rgb/2025-04-07_15-11-00_rgb.jpg
2025-04-07_15-12-00,37894.296875,315.785807291666,/photos_nir/2025-04-07_15-12-00_nir.jpg,26.72236209658961,45.71663996337835,/photos_rgb/2025-04-07_15-12-00_rgb.jpg
2025-04-07_15-13-00,37734.375,314.453125,/photos_nir/2025-04-07_15-13-00_nir.jpg,26.1589227130541,45.40192263675898,/photos_rgb/2025-04-07_15-13-00_rgb.jpg
2025-04-07_15-14-00,37524.140625,312.701171875,/photos_nir/2025-04-07_15-14-00_nir.jpg,25.96131837949187,41.39833676661326,/photos_rgb/2025-04-07_15-14-00_rgb.jpg
2025-04-07_15-15-00,37340.859375,311.173828125,/photos_nir/2025-04-07_15-15-00_nir.jpg,26.07881284809644,43.58609903105211,/photos_rgb/2025-04-07_15-15-00_rgb.jpg
2025-04-07_15-16-00,37233.046875,310.275390625,/photos_nir/2025-04-07_15-16-00_nir.jpg,26.18562600137331,51.38536659800107,/photos_rgb/2025-04-07_15-16-00_rgb.jpg
2025-04-07_15-17-00,37159.375,309.661458333333,/photos_nir/2025-04-07_15-17-00_nir.jpg,27.11490043488213,50.95620660715648,/photos_rgb/2025-04-07_15-17-00_rgb.jpg
2025-04-07_15-18-00,36954.53125,307.954427083333,/photos_nir/2025-04-07_15-18-00_nir.jpg,28.26047150377661,42.70489051651789,/photos_rgb/2025-04-07_15-18-00_rgb.jpg
2025-04-07_15-19-00,36715.546875,305.962890625,/photos_nir/2025-04-07_15-19-00_nir.jpg,28.51682307164112,41.58144502937362,/photos_rgb/2025-04-07_15-19-00_rgb.jpg
2025-04-07_15-20-00,36314.84375,302.623697916666,/photos_nir/2025-04-07_15-20-00_nir.jpg,28.0281528953994,42.84985122453651,/photos_rgb/2025-04-07_15-20-00_rgb.jpg
2025-04-07_15-21-00,36178.28125,301.485677083333,/photos_nir/2025-04-07_15-21-00_nir.jpg,27.32585641260395,46.92019531548028,/photos_rgb/2025-04-07_15-21-00_rgb.jpg
2025-04-07_15-22-00,36149.53125,301.24609375,/photos_nir/2025-04-07_15-22-00_nir.jpg,26.76508735790036,46.6379034103914,/photos_rgb/2025-04-07_15-22-00_rgb.jpg
2025-04-07_15-23-00,36133.359375,301.111328125,/photos_nir/2025-04-07_15-23-00_nir.jpg,26.12954909590296,45.93217364766918,/photos_rgb/2025-04-07_15-23-00_rgb.jpg
2025-04-07_15-24-00,36036.328125,300.302734375,/photos_nir/2025-04-07_15-24-00_nir.jpg,25.70496681162737,47.49622339208057,/photos_rgb/2025-04-07_15-24-00_rgb.jpg
2025-04-07_15-25-00,35685.9375,297.3828125,/photos_nir/2025-04-07_15-25-00_nir.jpg,25.4512855725948,43.19890135042344,/photos_rgb/2025-04-07_15-25-00_rgb.jpg
2025-04-07_15-26-00,35558.359375,296.319661458333,/photos_nir/2025-04-07_15-26-00_nir.jpg,25.57679102769512,45.2817578393225,/photos_rgb/2025-04-07_15-26-00_rgb.jpg
2025-04-07_15-27-00,35475.703125,295.630859375,/photos_nir/2025-04-07_15-27-00_nir.jpg,25.63820859082932,46.31937132829785,/photos_rgb/2025-04-07_15-27-00_rgb.jpg
2025-04-07_15-28-00,35242.109375,293.684244791666,/photos_nir/2025-04-07_15-28-00_nir.jpg,26.43129625391012,47.48287174792096,/photos_rgb/2025-04-07_15-28-00_rgb.jpg
2025-04-07_15-29-00,34960.0,291.333333333333,/photos_nir/2025-04-07_15-29-00_nir.jpg,27.13626306553751,43.101625085832,/photos_rgb/2025-04-07_15-29-00_rgb.jpg
2025-04-07_15-30-00,34931.25,291.09375,/photos_nir/2025-04-07_15-30-00_nir.jpg,27.13626306553751,44.14305333028153,/photos_rgb/2025-04-07_15-30-00_rgb.jpg
2025-04-07_15-31-00,34695.859375,289.132161458333,/photos_nir/2025-04-07_15-31-00_nir.jpg,27.33386739909972,49.61532005798428,/photos_rgb/2025-04-07_15-31-00_rgb.jpg
2025-04-07_15-32-00,34550.3125,287.919270833333,/photos_nir/2025-04-07_15-32-00_nir.jpg,27.55550469214923,43.24467841611353,/photos_rgb/2025-04-07_15-32-00_rgb.jpg
2025-04-07_15-33-00,34379.609375,286.496744791666,/photos_nir/2025-04-07_15-33-00_nir.jpg,27.37659266041046,43.01007095445182,/photos_rgb/2025-04-07_15-33-00_rgb.jpg
2025-04-07_15-34-00,34212.5,285.104166666666,/photos_nir/2025-04-07_15-34-00_nir.jpg,27.06683451590753,44.05722133211261,/photos_rgb/2025-04-07_15-34-00_rgb.jpg
2025-04-07_15-35-00,34011.25,283.427083333333,/photos_nir/2025-04-07_15-35-00_nir.jpg,27.06683451590753,42.64957656214237,/photos_rgb/2025-04-07_15-35-00_rgb.jpg
2025-04-07_15-36-00,34142.421875,284.520182291666,/photos_nir/2025-04-07_15-36-00_nir.jpg,27.4299992370489,44.94796673533227,/photos_rgb/2025-04-07_15-36-00_rgb.jpg
2025-04-07_15-37-00,33838.75,281.989583333333,/photos_nir/2025-04-07_15-37-00_nir.jpg,27.42465857938507,42.48935683222705,/photos_rgb/2025-04-07_15-37-00_rgb.jpg
2025-04-07_15-38-00,32604.296875,271.702473958333,/photos_nir/2025-04-07_15-38-00_nir.jpg,27.58220798046845,46.63027389944305,/photos_rgb/2025-04-07_15-38-00_rgb.jpg
2025-04-07_15-39-00,31240.46875,260.337239583333,/photos_nir/2025-04-07_15-39-00_nir.jpg,27.44335088120852,42.90516517891203,/photos_rgb/2025-04-07_15-39-00_rgb.jpg
2025-04-07_15-40-00,31139.84375,259.498697916666,/photos_nir/2025-04-07_15-40-00_nir.jpg,27.00274662394141,46.30792706187533,/photos_rgb/2025-04-07_15-40-00_rgb.jpg
2025-04-07_15-41-00,31112.890625,259.274088541666,/photos_nir/2025-04-07_15-41-00_nir.jpg,26.75974670023652,44.96704051270314,/photos_rgb/2025-04-07_15-41-00_rgb.jpg
2025-04-07_15-42-00,31328.515625,261.070963541666,/photos_nir/2025-04-07_15-42-00_nir.jpg,26.14557106889448,47.12619211108568,/photos_rgb/2025-04-07_15-42-00_rgb.jpg
2025-04-07_15-43-00,31283.59375,260.696614583333,/photos_nir/2025-04-07_15-43-00_nir.jpg,25.80376897840848,49.14419775692378,/photos_rgb/2025-04-07_15-43-00_rgb.jpg
2025-04-07_15-44-00,31411.171875,261.759765625,/photos_nir/2025-04-07_15-44-00_nir.jpg,25.74769207293812,48.05699244678416,/photos_rgb/2025-04-07_15-44-00_rgb.jpg
2025-04-07_15-45-00,31342.890625,261.190755208333,/photos_nir/2025-04-07_15-45-00_nir.jpg,25.9159227893492,48.42130159456779,/photos_rgb/2025-04-07_15-45-00_rgb.jpg
2025-04-07_15-46-00,30778.671875,256.488932291666,/photos_nir/2025-04-07_15-46-00_nir.jpg,25.55008773937591,44.19073777370871,/photos_rgb/2025-04-07_15-46-00_rgb.jpg
