timestamp,lux,irradiance,nir_image_path,temperature,humidity,rgb_image_path,nir_brightness,nir_red_mean,rgb_red_mean,rgb_green_mean,rgb_blue_mean,nir_brightness_std,rgb_brightness,rgb_brightness_std
2025-04-07_15-14-00,37524.140625,312.701171875,photos_nir\2025-04-07_15-14-00_nir.jpg,25.96131837949187,41.39833676661326,photos_rgb\2025-04-07_15-14-00_rgb.jpg,89.60763110745961,88.62365972442191,74.12596340379424,96.46958047856327,168.24631604899824,57.1225682269214,97.96054845647774,31.863330813028274
2025-04-07_15-15-00,37340.859375,311.173828125,photos_nir\2025-04-07_15-15-00_nir.jpg,26.07881284809644,43.58609903105211,photos_rgb\2025-04-07_15-15-00_rgb.jpg,89.25998277636997,88.27603663485904,73.54449345673726,96.8094981930603,168.8026785366708,57.178127072308115,98.0467752452507,31.558967204689264
2025-04-07_15-16-00,37233.046875,310.275390625,photos_nir\2025-04-07_15-16-00_nir.jpg,26.18562600137331,51.38536659800107,photos_rgb\2025-04-07_15-16-00_rgb.jpg,89.27935886522015,88.29577662238675,71.2098928325807,97.56350387340392,168.59851925023358,57.25047759199342,97.78197674984429,31.341598341382717
2025-04-07_15-17-00,37159.375,309.661458333333,photos_nir\2025-04-07_15-17-00_nir.jpg,27.11490043488213,50.95620660715648,photos_rgb\2025-04-07_15-17-00_rgb.jpg,89.39597434767975,88.41242984340354,68.89995547531922,97.99430384161217,168.34509230963874,57.28513803826376,97.32627531986401,31.425571199797428
2025-04-07_15-18-00,36954.53125,307.954427083333,photos_nir\2025-04-07_15-18-00_nir.jpg,28.26047150377661,42.70489051651789,photos_rgb\2025-04-07_15-18-00_rgb.jpg,89.77811015204308,88.794695196191,67.9750014598256,98.18218047661684,167.98733390428734,57.44271018893932,97.11199554915395,31.61531202863156
2025-04-07_15-19-00,36715.546875,305.962890625,photos_nir\2025-04-07_15-19-00_nir.jpg,28.51682307164112,41.58144502937362,photos_rgb\2025-04-07_15-19-00_rgb.jpg,89.11968232796167,88.13623235567786,72.00549900083048,97.77806741799024,168.58200294560365,57.42957150193788,98.13904871275822,31.841417893174896
2025-04-07_15-20-00,36314.84375,302.623697916666,photos_nir\2025-04-07_15-20-00_nir.jpg,28.0281528953994,42.84985122453651,photos_rgb\2025-04-07_15-20-00_rgb.jpg,89.38515798226165,88.40160964226322,67.65099998053566,98.96128834475242,168.6295767154573,57.505035808449655,97.54581362568774,31.582865807611775
2025-04-07_15-21-00,36178.28125,301.485677083333,photos_nir\2025-04-07_15-21-00_nir.jpg,27.32585641260395,46.92019531548028,photos_rgb\2025-04-07_15-21-00_rgb.jpg,89.41070030388819,88.42715060282706,66.17192374195474,98.36255766311118,168.03539168742864,57.588413608940755,96.6914154144607,31.43026387131776
2025-04-07_15-22-00,36149.53125,301.24609375,photos_nir\2025-04-07_15-22-00_nir.jpg,26.76508735790036,46.6379034103914,photos_rgb\2025-04-07_15-22-00_rgb.jpg,89.40576991605955,88.42225374663447,70.68513062195059,97.0994672447576,168.7346450677359,57.64789467980916,97.3700632753296,31.545847575746787
2025-04-07_15-23-00,36133.359375,301.111328125,photos_nir\2025-04-07_15-23-00_nir.jpg,26.12954909590296,45.93217364766918,photos_rgb\2025-04-07_15-23-00_rgb.jpg,89.48741054105955,88.50393507978302,66.63875326027717,98.03753414369875,168.04347749922144,57.65239304034278,96.64974323289734,31.633320727555244
2025-04-07_15-24-00,36036.328125,300.302734375,photos_nir\2025-04-07_15-24-00_nir.jpg,25.70496681162737,47.49622339208057,photos_rgb\2025-04-07_15-24-00_rgb.jpg,89.2702960435144,88.28709935262908,67.83477872287969,97.95661495639987,168.32829036579986,57.64119423911387,96.9885472626648,31.450731544502453
2025-04-07_15-25-00,35685.9375,297.3828125,photos_nir\2025-04-07_15-25-00_nir.jpg,25.4512855725948,43.19890135042344,photos_rgb\2025-04-07_15-25-00_rgb.jpg,89.07923909170098,88.0961043910358,66.42580460720959,98.72661424270736,169.03936963108586,57.70958494984553,97.10448539525589,31.200644350294244
2025-04-07_15-26-00,35558.359375,296.319661458333,photos_nir\2025-04-07_15-26-00_nir.jpg,25.57679102769512,45.2817578393225,photos_rgb\2025-04-07_15-26-00_rgb.jpg,89.05856467275103,88.07531069349858,70.45282005865255,97.87259420741202,169.25098611219246,57.71204424092051,97.81706641557666,31.17193287515761
2025-04-07_15-27-00,35475.703125,295.630859375,photos_nir\2025-04-07_15-27-00_nir.jpg,25.63820859082932,46.31937132829785,photos_rgb\2025-04-07_15-27-00_rgb.jpg,88.90981128246753,87.92679313826417,72.44844488022942,96.37844389079207,168.98325880112634,57.86208455810993,97.49366768205647,31.285693095206064
2025-04-07_15-28-00,35242.109375,293.684244791666,photos_nir\2025-04-07_15-28-00_nir.jpg,26.43129625391012,47.48287174792096,photos_rgb\2025-04-07_15-28-00_rgb.jpg,88.99788070161546,88.0150564469829,72.52844648603758,96.27763693164124,169.04211864489255,57.925761379366115,97.46290607482092,31.402210971238084
2025-04-07_15-29-00,34960.0,291.333333333333,photos_nir\2025-04-07_15-29-00_nir.jpg,27.13626306553751,43.101625085832,photos_rgb\2025-04-07_15-29-00_rgb.jpg,88.8491275587979,87.86657328951536,72.81213261055746,96.32065182835046,168.81132621911658,57.84988062926349,97.5464010432887,31.599793285520082
2025-04-07_15-30-00,34931.25,291.09375,photos_nir\2025-04-07_15-30-00_nir.jpg,27.13626306553751,44.14305333028153,photos_rgb\2025-04-07_15-30-00_rgb.jpg,88.87582987705892,87.89347259067152,73.51565662955466,96.14972660710578,169.20817186040173,57.9570580136651,97.70561408374857,31.554124210714573
2025-04-07_15-31-00,34695.859375,289.132161458333,photos_nir\2025-04-07_15-31-00_nir.jpg,27.33386739909972,49.61532005798428,photos_rgb\2025-04-07_15-31-00_rgb.jpg,88.92620565410199,87.94383426215553,69.27132991734143,97.29948451936053,168.4260568326326,58.09845745084697,97.04519198328661,31.233431772338083
2025-04-07_15-32-00,34550.3125,287.919270833333,photos_nir\2025-04-07_15-32-00_nir.jpg,27.55550469214923,43.24467841611353,photos_rgb\2025-04-07_15-32-00_rgb.jpg,88.57551274944568,87.59311821943301,72.54421422454064,96.13597715859545,168.98054409322123,58.07646029138684,97.3784001771255,31.099265184136613
2025-04-07_15-33-00,34379.609375,286.496744791666,photos_nir\2025-04-07_15-33-00_nir.jpg,27.37659266041046,43.01007095445182,photos_rgb\2025-04-07_15-33-00_rgb.jpg,88.75990321606747,87.77761138442351,71.41782252413579,96.25253896112322,169.10441094415032,58.08097694860595,97.13095795377868,30.915833443771753
2025-04-07_15-34-00,34212.5,285.104166666666,photos_nir\2025-04-07_15-34-00_nir.jpg,27.06683451590753,44.05722133211261,photos_rgb\2025-04-07_15-34-00_rgb.jpg,88.89916133789991,87.91704755800602,73.11526109791862,96.23099761237413,169.4456154949133,58.09818017497192,97.66046475981003,30.87264552530201
2025-04-07_15-35-00,34011.25,283.427083333333,photos_nir\2025-04-07_15-35-00_nir.jpg,27.06683451590753,42.64957656214237,photos_rgb\2025-04-07_15-35-00_rgb.jpg,88.98868338216661,88.00661525974026,70.04458915641544,96.8612035126648,169.28192297960138,58.09520978367087,97.10993678955154,30.907515928095748
2025-04-07_15-36-00,34142.421875,284.520182291666,photos_nir\2025-04-07_15-36-00_nir.jpg,27.4299992370489,44.94796673533227,photos_rgb\2025-04-07_15-36-00_rgb.jpg,88.81838053333861,87.83639605440291,72.73514716664071,96.27391502517388,169.18387582074638,58.209440659755444,97.53678444215198,31.178235973144467
2025-04-07_15-37-00,33838.75,281.989583333333,photos_nir\2025-04-07_15-37-00_nir.jpg,27.42465857938507,42.48935683222705,photos_rgb\2025-04-07_15-37-00_rgb.jpg,88.65512662832595,87.67312717770035,71.77617613282466,96.08791645580297,169.135327211798,58.19798094439676,97.1435322426814,31.325390863571624
2025-04-07_15-38-00,32604.296875,271.702473958333,photos_nir\2025-04-07_15-38-00_nir.jpg,27.58220798046845,46.63027389944305,photos_rgb\2025-04-07_15-38-00_rgb.jpg,88.67302101480836,87.69093495110073,72.18031838796325,96.03553880540849,169.06914439621613,58.259030574510625,97.22188708411191,31.22667600917547
2025-04-07_15-39-00,31240.46875,260.337239583333,photos_nir\2025-04-07_15-39-00_nir.jpg,27.44335088120852,42.90516517891203,photos_rgb\2025-04-07_15-39-00_rgb.jpg,88.78677096531517,87.80492556224263,73.72518369472127,95.84539952182601,169.16574446239488,58.32340159585819,97.58844077649745,31.065812153910375
2025-04-07_15-40-00,31139.84375,259.498697916666,photos_nir\2025-04-07_15-40-00_nir.jpg,27.00274662394141,46.30792706187533,photos_rgb\2025-04-07_15-40-00_rgb.jpg,88.84577810718245,87.8639255275974,71.5542467948718,96.00507913876778,168.89518346763728,58.38856853308434,97.00166468779196,30.943162104186023
2025-04-07_15-41-00,31112.890625,259.274088541666,photos_nir\2025-04-07_15-41-00_nir.jpg,26.75974670023652,44.96704051270314,photos_rgb\2025-04-07_15-41-00_rgb.jpg,88.62121921523598,87.63933001069053,72.72492611660438,95.91296738749611,169.23119103926606,58.39495669133074,97.33173441879477,30.747732513357295
2025-04-07_15-42-00,31328.515625,261.070963541666,photos_nir\2025-04-07_15-42-00_nir.jpg,26.14557106889448,47.12619211108568,photos_rgb\2025-04-07_15-42-00_rgb.jpg,88.67932149786189,87.69756060441084,73.34512596672896,95.71119605133396,169.29686940400188,58.378308855735085,97.40571959669884,30.612964706537294
2025-04-07_15-43-00,31283.59375,260.696614583333,photos_nir\2025-04-07_15-43-00_nir.jpg,25.80376897840848,49.14419775692378,photos_rgb\2025-04-07_15-43-00_rgb.jpg,88.74966765323092,87.76800846828476,72.44137121418561,95.85832643971244,169.37101313518633,58.44290147426168,97.23433858546143,30.646920839415657
2025-04-07_15-44-00,31411.171875,261.759765625,photos_nir\2025-04-07_15-44-00_nir.jpg,25.74769207293812,48.05699244678416,photos_rgb\2025-04-07_15-44-00_rgb.jpg,88.98746956168831,88.00579849837662,71.75620409659504,96.178528398474,170.34618060962316,58.48641589789714,97.32759370458321,30.765051544895258
2025-04-07_15-45-00,31342.890625,261.190755208333,photos_nir\2025-04-07_15-45-00_nir.jpg,25.9159227893492,48.42130159456779,photos_rgb\2025-04-07_15-45-00_rgb.jpg,88.8232465800206,87.84140117694805,70.3382319403353,96.86542889676113,169.86404181913733,58.4360775574161,97.26957909983909,30.56580047760005
2025-04-07_15-46-00,30778.671875,256.488932291666,photos_nir\2025-04-07_15-46-00_nir.jpg,25.55008773937591,44.19073777370871,photos_rgb\2025-04-07_15-46-00_rgb.jpg,88.99109592770034,88.00904587028825,67.07376733948406,98.28332976487076,169.3845441775667,58.46533547729227,97.08071546052632,30.392071375765585
2025-04-07_15-47-00,30377.96875,253.149739583333,photos_nir\2025-04-07_15-47-00_nir.jpg,25.10414282444495,47.32455939574273,photos_rgb\2025-04-07_15-47-00_rgb.jpg,88.95927292029617,87.97723387511878,65.4808820428475,97.65925237464964,169.30622129009654,58.4003388963869,96.2327189900602,30.272850080841888
2025-04-07_15-48-00,30532.5,254.4375,photos_nir\2025-04-07_15-48-00_nir.jpg,24.93057145037002,44.56649118791486,photos_rgb\2025-04-07_15-48-00_rgb.jpg,89.10574158120842,88.12369870030884,64.98854815478045,97.39918468740268,169.349912978174,58.36341895056782,95.92978084773695,30.035093354085635
2025-04-07_15-49-00,30546.875,254.557291666666,photos_nir\2025-04-07_15-49-00_nir.jpg,25.0854505226215,50.81506065461204,photos_rgb\2025-04-07_15-49-00_rgb.jpg,89.22428940152835,88.24229749861419,66.69220591002284,97.5728875512561,170.01903158413785,58.50759008995106,96.61569490942593,29.936717605730923
2025-04-07_15-50-00,30424.6875,253.5390625,photos_nir\2025-04-07_15-50-00_nir.jpg,25.43793392843519,46.55588616769665,photos_rgb\2025-04-07_15-50-00_rgb.jpg,89.09218997465949,88.11007792702723,66.41793866137236,97.38827265324925,169.92748932705283,58.36822549186253,96.41844327442126,29.963865301375357
2025-04-07_15-51-00,30435.46875,253.62890625,photos_nir\2025-04-07_15-51-00_nir.jpg,25.19760433356223,48.05889982452125,photos_rgb\2025-04-07_15-51-00_rgb.jpg,89.18903292781913,88.20692075645391,64.73469445850202,97.58360372547493,169.87655974255165,58.355605766363624,96.01287679720751,30.031072267352183
2025-04-07_15-52-00,30074.296875,250.619140625,photos_nir\2025-04-07_15-52-00_nir.jpg,24.90653849088274,46.82482642862593,photos_rgb\2025-04-07_15-52-00_rgb.jpg,89.08594702743902,88.10378412555433,65.17635074418665,97.5483928942178,169.7143530052943,58.34577805011318,96.11527358753763,29.895047122446158
2025-04-07_15-53-00,30112.03125,250.93359375,photos_nir\2025-04-07_15-53-00_nir.jpg,24.81307698176546,47.74036774242771,photos_rgb\2025-04-07_15-53-00_rgb.jpg,89.2573606271777,88.27508574695122,66.33518552761342,97.76748579103084,169.9638593409374,58.32754136724125,96.62013075171286,29.805527049862903
2025-04-07_15-54-00,30227.03125,251.891927083333,photos_nir\2025-04-07_15-54-00_nir.jpg,24.96795605401694,48.19050888838026,photos_rgb\2025-04-07_15-54-00_rgb.jpg,89.25972627791415,88.27742726975768,64.01415560443267,97.70612372508565,169.86342098775043,58.34888468103448,95.86011991656285,29.79606445762212
2025-04-07_15-55-00,30128.203125,251.068359375,photos_nir\2025-04-07_15-55-00_nir.jpg,24.83978027008469,46.51773861295491,photos_rgb\2025-04-07_15-55-00_rgb.jpg,89.22508859280963,88.24259445775262,65.72383878983702,97.79342283686287,169.99716055810754,58.297967714926735,96.45827696784491,29.624450464502246
2025-04-07_15-56-00,29986.25,249.885416666666,photos_nir\2025-04-07_15-56-00_nir.jpg,24.73830777447165,47.45616845960174,photos_rgb\2025-04-07_15-56-00_rgb.jpg,89.16567263719512,88.18307976322458,65.76136774304474,97.66987998611543,169.7997632649486,58.29051718928327,96.3793648785425,29.84154759452441
2025-04-07_15-57-00,29689.765625,247.414713541666,photos_nir\2025-04-07_15-57-00_nir.jpg,24.71160448615244,48.75700007629511,photos_rgb\2025-04-07_15-57-00_rgb.jpg,89.1911877375673,88.20845096214761,63.829093675386694,97.74656494926295,169.3584520658154,58.26147424996568,95.77962797155611,30.084689853630657
2025-04-07_15-58-00,29384.296875,244.869140625,photos_nir\2025-04-07_15-58-00_nir.jpg,24.57007705806058,47.26924544136721,photos_rgb\2025-04-07_15-58-00_rgb.jpg,89.36655027518214,88.38379085662812,65.51744345608844,97.9664914064933,169.5187620030105,58.232409327696445,96.45349011860272,30.044814842642463
2025-04-07_15-59-00,29199.21875,243.326822916666,photos_nir\2025-04-07_15-59-00_nir.jpg,24.24429694056612,49.38643472953384,photos_rgb\2025-04-07_15-59-00_rgb.jpg,89.23142198883434,88.24869907150776,63.93760502634174,98.0657543567684,169.14128613879373,58.201959447453035,95.97162528872106,29.82957298652181
2025-04-07_16-00-00,28750.0,239.583333333333,photos_nir\2025-04-07_16-00-00_nir.jpg,24.22560463874265,51.73060196841382,photos_rgb\2025-04-07_16-00-00_rgb.jpg,89.32108422256097,88.3385773430076,64.77570112179487,97.87622917315478,169.84467552943008,58.23987892409451,96.19969935702792,29.349053820858508
